DBN,Borough,Borough_Cnt,District,School_Num,School,Grade,Year,Category,Headcount,Lvl_1_Cnt,Lvl_1_Pct,Lvl_2_Cnt,Lvl_2_Pct,Lvl_3_Cnt,Lvl_3_Pct,Lvl_4_Cnt,Lvl_4_Pct,Lvl_Pass_Cnt,Lvl_Pass_Pct
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,6,2016,All Students,285,23,43.4,20,37.7,5,9.4,5,9.4,10,18.9
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,7,2013,All Students,322,6,12.5,11,22.9,24,50,7,14.6,31,64.6
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,7,2014,All Students,323,8,14.8,16,29.6,19,35.2,11,20.4,30,55.6
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,7,2015,All Students,285,25,50,20,40,5,10,0,0,5,10
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,7,2016,All Students,318,12,27.9,8,18.6,12,27.9,11,25.6,23,53.5
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,8,2013,All Students,320,3,8.8,12,35.3,13,38.2,6,17.6,19,55.9
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,8,2014,All Students,315,3,5.9,22,43.1,22,43.1,4,7.8,26,51
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,8,2015,All Students,299,17,31.5,24,44.4,11,20.4,2,3.7,13,24.1
09X004,BRONX,942347,9,4,P.S./M.S. 004 CROTONA PARK WEST,8,2016,All Students,295,19,33.9,25,44.6,11,19.6,1,1.8,12,21.4
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,3,2013,All Students,282,72,52.9,44,32.4,17,12.5,3,2.2,20,14.7
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,3,2014,All Students,289,51,38.9,48,36.6,27,20.6,5,3.8,32,24.4
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,3,2015,All Students,290,46,38.7,46,38.7,22,18.5,5,4.2,27,22.7
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,3,2016,All Students,289,44,40,40,36.4,18,16.4,8,7.3,26,23.6
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,4,2013,All Students,276,72,55.8,48,37.2,9,7,0,0,9,7
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,4,2014,All Students,288,57,43.8,49,37.7,19,14.6,5,3.8,24,18.5
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,4,2015,All Students,279,61,49.2,47,37.9,15,12.1,1,0.8,16,12.9
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,4,2016,All Students,283,56,50.5,26,23.4,22,19.8,7,6.3,29,26.1
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,5,2013,All Students,281,73,59.8,33,27,14,11.5,2,1.6,16,13.1
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,5,2014,All Students,278,73,60.8,42,35,4,3.3,1,0.8,5,4.2
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,5,2015,All Students,294,61,48.8,45,36,16,12.8,3,2.4,19,15.2
09X011,BRONX,942347,9,11,P.S. 011 HIGHBRIDGE,5,2016,All Students,291,60,48.8,34,27.6,23,18.7,6,4.9,29,23.6
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,6,2013,All Students,261,145,74.7,45,23.2,4,2.1,0,0,4,2.1
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,6,2014,All Students,256,113,77.9,31,21.4,1,0.7,0,0,1,0.7
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,6,2015,All Students,265,93,71.5,32,24.6,3,2.3,2,1.5,5,3.8
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,6,2016,All Students,265,92,70.2,32,24.4,5,3.8,2,1.5,7,5.3
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,7,2013,All Students,270,155,77.5,41,20.5,4,2,0,0,4,2
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,7,2014,All Students,265,148,85.1,24,13.8,2,1.1,0,0,2,1.1
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,7,2015,All Students,271,100,74.6,31,23.1,3,2.2,0,0,3,2.2
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,7,2016,All Students,278,76,59.4,47,36.7,5,3.9,0,0,5,3.9
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,8,2013,All Students,270,167,73.2,57,25,4,1.8,0,0,4,1.8
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,8,2014,All Students,270,125,68.3,54,29.5,4,2.2,0,0,4,2.2
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,8,2015,All Students,256,152,84.4,23,12.8,5,2.8,0,0,5,2.8
09X022,BRONX,942347,9,22,J.H.S. 022 JORDAN L. MOTT,8,2016,All Students,270,89,65.4,39,28.7,7,5.1,1,0.7,8,5.9
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,3,2013,All Students,284,40,43,41,44.1,11,11.8,1,1.1,12,12.9
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,3,2014,All Students,282,59,50.9,37,31.9,14,12.1,6,5.2,20,17.2
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,3,2015,All Students,288,51,43.6,39,33.3,19,16.2,8,6.8,27,23.1
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,3,2016,All Students,297,30,30.6,39,39.8,15,15.3,14,14.3,29,29.6
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,4,2013,All Students,282,73,53.7,39,28.7,19,14,5,3.7,24,17.6
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,4,2014,All Students,277,50,52.6,35,36.8,7,7.4,3,3.2,10,10.5
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,4,2015,All Students,287,46,41.4,42,37.8,15,13.5,8,7.2,23,20.7
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,4,2016,All Students,290,55,45.1,29,23.8,21,17.2,17,13.9,38,31.1
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,5,2013,All Students,280,76,67.3,27,23.9,8,7.1,2,1.8,10,8.8
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,5,2014,All Students,299,51,40.2,32,25.2,31,24.4,13,10.2,44,34.6
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,5,2015,All Students,298,31,35.6,29,33.3,19,21.8,8,9.2,27,31
09X028,BRONX,942347,9,28,P.S. 028 MOUNT HOPE,5,2016,All Students,298,43,40.2,32,29.9,25,23.4,7,6.5,32,29.9
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,3,2013,All Students,299,23,29.1,32,40.5,18,22.8,6,7.6,24,30.4
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,3,2014,All Students,306,21,21.2,39,39.4,27,27.3,12,12.1,39,39.4
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,3,2015,All Students,286,61,47.7,43,33.6,19,14.8,5,3.9,24,18.8
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,3,2016,All Students,287,42,33.3,52,41.3,27,21.4,5,4,32,25.4
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,4,2013,All Students,296,32,27.4,51,43.6,26,22.2,8,6.8,34,29.1
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,4,2014,All Students,292,31,34.4,33,36.7,18,20,8,8.9,26,28.9
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,4,2015,All Students,293,36,31.9,44,38.9,26,23,7,6.2,33,29.2
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,4,2016,All Students,282,51,43.2,48,40.7,12,10.2,7,5.9,19,16.1
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,5,2013,All Students,308,29,27.6,37,35.2,30,28.6,9,8.6,39,37.1
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,5,2014,All Students,297,53,46.1,26,22.6,23,20,13,11.3,36,31.3
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,5,2015,All Students,304,26,29.9,31,35.6,23,26.4,7,8,30,34.5
09X035,BRONX,942347,9,35,P.S. 035 FRANZ SIEGEL,5,2016,All Students,289,55,49.5,35,31.5,14,12.6,7,6.3,21,18.9
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,3,2013,All Students,274,43,59.7,27,37.5,2,2.8,0,0,2,2.8
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,3,2014,All Students,266,56,71.8,16,20.5,4,5.1,2,2.6,6,7.7
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,3,2015,All Students,287,34,48.6,18,25.7,12,17.1,6,8.6,18,25.7
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,3,2016,All Students,273,47,63.5,19,25.7,7,9.5,1,1.4,8,10.8
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,4,2013,All Students,270,46,63,22,30.1,5,6.8,0,0,5,6.8
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,4,2014,All Students,280,29,47.5,27,44.3,5,8.2,0,0,5,8.2
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,4,2015,All Students,269,49,69,16,22.5,4,5.6,2,2.8,6,8.5
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,4,2016,All Students,277,33,50.8,16,24.6,11,16.9,5,7.7,16,24.6
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,5,2013,All Students,284,47,65.3,15,20.8,8,11.1,2,2.8,10,13.9
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,5,2014,All Students,287,38,60.3,15,23.8,9,14.3,1,1.6,10,15.9
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,5,2015,All Students,296,19,36.5,22,42.3,8,15.4,3,5.8,11,21.2
09X042,BRONX,942347,9,42,P.S. 042 CLAREMONT,5,2016,All Students,285,39,59.1,17,25.8,6,9.1,4,6.1,10,15.2
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,3,2013,All Students,293,81,35.7,93,41,40,17.6,13,5.7,53,23.3
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,3,2014,All Students,294,66,34.2,80,41.5,38,19.7,9,4.7,47,24.4
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,3,2015,All Students,299,57,32.4,64,36.4,28,15.9,27,15.3,55,31.3
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,3,2016,All Students,302,57,29.7,62,32.3,42,21.9,31,16.1,73,38
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,4,2013,All Students,300,56,28.4,74,37.6,35,17.8,32,16.2,67,34
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,4,2014,All Students,300,67,29.3,85,37.1,44,19.2,33,14.4,77,33.6
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,4,2015,All Students,290,84,38.9,78,36.1,37,17.1,17,7.9,54,25
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,4,2016,All Students,307,49,26.8,46,25.1,51,27.9,37,20.2,88,48.1
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,5,2013,All Students,296,87,40.3,79,36.6,46,21.3,4,1.9,50,23.1
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,5,2014,All Students,314,48,25,65,33.9,43,22.4,36,18.8,79,41.1
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,5,2015,All Students,305,66,30.7,62,28.8,71,33,16,7.4,87,40.5
09X053,BRONX,942347,9,53,P.S. 053 BASHEER QUISIM,5,2016,All Students,299,72,36.4,70,35.4,46,23.2,10,5.1,56,28.3
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,3,2013,All Students,281,60,48,47,37.6,17,13.6,1,0.8,18,14.4
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,3,2014,All Students,283,57,45.2,55,43.7,12,9.5,2,1.6,14,11.1
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,3,2015,All Students,272,73,58.9,39,31.5,12,9.7,0,0,12,9.7
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,3,2016,All Students,273,60,56.6,34,32.1,8,7.5,4,3.8,12,11.3
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,4,2013,All Students,275,61,64.2,25,26.3,7,7.4,2,2.1,9,9.5
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,4,2014,All Students,282,52,43.3,43,35.8,22,18.3,3,2.5,25,20.8
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,4,2015,All Students,269,69,60,36,31.3,8,7,2,1.7,10,8.7
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,4,2016,All Students,265,77,65.8,24,20.5,16,13.7,0,0,16,13.7
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,5,2013,All Students,267,69,82.1,12,14.3,3,3.6,0,0,3,3.6
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,5,2014,All Students,287,38,50,29,38.2,6,7.9,3,3.9,9,11.8
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,5,2015,All Students,289,51,47.7,41,38.3,13,12.1,2,1.9,15,14
09X055,BRONX,942347,9,55,P.S. 055 BENJAMIN FRANKLIN,5,2016,All Students,279,62,59.6,29,27.9,13,12.5,0,0,13,12.5
09X058,BRONX,942347,9,58,P.S. 058,3,2013,All Students,286,24,47.1,17,33.3,8,15.7,2,3.9,10,19.6
09X058,BRONX,942347,9,58,P.S. 058,3,2014,All Students,280,34,50.7,24,35.8,3,4.5,6,9,9,13.4
09X058,BRONX,942347,9,58,P.S. 058,3,2015,All Students,297,24,41.4,16,27.6,11,19,7,12.1,18,31
09X058,BRONX,942347,9,58,P.S. 058,3,2016,All Students,285,40,44.9,31,34.8,13,14.6,5,5.6,18,20.2
09X058,BRONX,942347,9,58,P.S. 058,4,2013,All Students,273,46,59,22,28.2,5,6.4,5,6.4,10,12.8
09X058,BRONX,942347,9,58,P.S. 058,4,2014,All Students,278,33,56.9,20,34.5,3,5.2,2,3.4,5,8.6
09X058,BRONX,942347,9,58,P.S. 058,4,2015,All Students,277,35,53,20,30.3,9,13.6,2,3,11,16.7
09X058,BRONX,942347,9,58,P.S. 058,4,2016,All Students,278,35,50.7,27,39.1,6,8.7,1,1.4,7,10.1
09X058,BRONX,942347,9,58,P.S. 058,5,2013,All Students,276,55,69.6,19,24.1,5,6.3,0,0,5,6.3
09X058,BRONX,942347,9,58,P.S. 058,5,2014,All Students,275,45,63.4,16,22.5,8,11.3,2,2.8,10,14.1
09X058,BRONX,942347,9,58,P.S. 058,5,2015,All Students,284,30,56.6,17,32.1,5,9.4,1,1.9,6,11.3
09X058,BRONX,942347,9,58,P.S. 058,5,2016,All Students,282,36,61,17,28.8,3,5.1,3,5.1,6,10.2
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,3,2013,All Students,293,25,30.5,44,53.7,9,11,4,4.9,13,15.9
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,3,2014,All Students,295,28,31.1,38,42.2,17,18.9,7,7.8,24,26.7
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,3,2015,All Students,299,26,30.2,29,33.7,22,25.6,9,10.5,31,36
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,3,2016,All Students,301,32,28.3,43,38.1,28,24.8,10,8.8,38,33.6
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,4,2013,All Students,301,25,34.7,27,37.5,10,13.9,10,13.9,20,27.8
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,4,2014,All Students,318,16,22.5,20,28.2,14,19.7,21,29.6,35,49.3
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,4,2015,All Students,296,25,29.8,28,33.3,22,26.2,9,10.7,31,36.9
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,4,2016,All Students,313,18,24.3,18,24.3,16,21.6,22,29.7,38,51.4
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,5,2013,All Students,296,35,41.2,32,37.6,16,18.8,2,2.4,18,21.2
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,5,2014,All Students,303,24,30.8,31,39.7,17,21.8,6,7.7,23,29.5
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,5,2015,All Students,296,27,41.5,20,30.8,10,15.4,8,12.3,18,27.7
09X063,BRONX,942347,9,63,P.S. 063 AUTHOR'S ACADEMY,5,2016,All Students,286,45,48.9,28,30.4,16,17.4,3,3.3,19,20.7
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,3,2013,All Students,265,117,70.5,36,21.7,10,6,3,1.8,13,7.8
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,3,2014,All Students,271,98,62,49,31,10,6.3,1,0.6,11,7
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,4,2013,All Students,262,118,76.6,28,18.2,8,5.2,0,0,8,5.2
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,4,2014,All Students,268,98,70,36,25.7,6,4.3,0,0,6,4.3
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,4,2015,All Students,268,97,64.7,51,34,0,0,2,1.3,2,1.3
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,5,2013,All Students,268,124,87.3,13,9.2,4,2.8,1,0.7,5,3.5
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,5,2014,All Students,270,122,79.2,25,16.2,6,3.9,1,0.6,7,4.5
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,5,2015,All Students,279,81,64.3,33,26.2,12,9.5,0,0,12,9.5
09X064,BRONX,942347,9,64,P.S. 064 PURA BELPRE,5,2016,All Students,290,68,52.7,41,31.8,16,12.4,4,3.1,20,15.5
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,3,2013,All Students,266,171,71.8,59,24.8,6,2.5,2,0.8,8,3.4
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,3,2014,All Students,276,139,59.9,61,26.3,27,11.6,5,2.2,32,13.8
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,3,2015,All Students,282,124,52.5,76,32.2,25,10.6,11,4.7,36,15.3
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,3,2016,All Students,286,94,43.3,78,35.9,30,13.8,15,6.9,45,20.7
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,4,2013,All Students,281,132,55.7,71,30,30,12.7,4,1.7,34,14.3
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,4,2014,All Students,280,110,55.3,62,31.2,16,8,11,5.5,27,13.6
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,4,2015,All Students,280,122,53,69,30,28,12.2,11,4.8,39,17
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,4,2016,All Students,278,131,56.5,71,30.6,20,8.6,10,4.3,30,12.9
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,5,2013,All Students,278,151,70.2,49,22.8,10,4.7,5,2.3,15,7
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,5,2014,All Students,287,123,54.4,66,29.2,27,11.9,10,4.4,37,16.4
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,5,2015,All Students,284,117,59.4,49,24.9,26,13.2,5,2.5,31,15.7
09X070,BRONX,942347,9,70,P.S. 070 MAX SCHOENFELD,5,2016,All Students,283,139,62.6,59,26.6,20,9,4,1.8,24,10.8
09X073,BRONX,942347,9,73,P.S. 073 BRONX,3,2013,All Students,257,123,82,26,17.3,1,0.7,0,0,1,0.7
09X073,BRONX,942347,9,73,P.S. 073 BRONX,3,2014,All Students,274,78,61.4,35,27.6,9,7.1,5,3.9,14,11
09X073,BRONX,942347,9,73,P.S. 073 BRONX,3,2015,All Students,273,74,67.3,27,24.5,9,8.2,0,0,9,8.2
09X073,BRONX,942347,9,73,P.S. 073 BRONX,3,2016,All Students,263,86,69.9,31,25.2,5,4.1,1,0.8,6,4.9
09X073,BRONX,942347,9,73,P.S. 073 BRONX,4,2013,All Students,277,79,58.5,39,28.9,16,11.9,1,0.7,17,12.6
09X073,BRONX,942347,9,73,P.S. 073 BRONX,4,2014,All Students,269,87,64.4,36,26.7,9,6.7,3,2.2,12,8.9
09X073,BRONX,942347,9,73,P.S. 073 BRONX,4,2015,All Students,271,69,59.5,36,31,9,7.8,2,1.7,11,9.5
09X073,BRONX,942347,9,73,P.S. 073 BRONX,4,2016,All Students,260,80,72.7,22,20,7,6.4,1,0.9,8,7.3
09X073,BRONX,942347,9,73,P.S. 073 BRONX,5,2013,All Students,269,83,85.6,13,13.4,1,1,0,0,1,1
09X073,BRONX,942347,9,73,P.S. 073 BRONX,5,2014,All Students,282,79,59.8,34,25.8,15,11.4,4,3,19,14.4
09X073,BRONX,942347,9,73,P.S. 073 BRONX,5,2015,All Students,281,74,57.8,40,31.3,13,10.2,1,0.8,14,10.9
09X073,BRONX,942347,9,73,P.S. 073 BRONX,5,2016,All Students,280,62,55.4,34,30.4,11,9.8,5,4.5,16,14.3
09X088,BRONX,942347,9,88,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2013,All Students,303,11,21.6,21,41.2,14,27.5,5,9.8,19,37.3
09X088,BRONX,942347,9,88,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2014,All Students,298,11,24.4,21,46.7,11,24.4,2,4.4,13,28.9
09X088,BRONX,942347,9,88,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2015,All Students,306,5,13.9,21,58.3,7,19.4,3,8.3,10,27.8
09X088,BRONX,942347,9,88,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2016,All Students,294,12,32.4,14,37.8,9,24.3,2,5.4,11,29.7
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,3,2013,All Students,290,62,44,39,27.7,34,24.1,6,4.3,40,28.4
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,3,2014,All Students,284,61,44.5,55,40.1,15,10.9,6,4.4,21,15.3
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,3,2015,All Students,277,76,58.9,29,22.5,21,16.3,3,2.3,24,18.6
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,3,2016,All Students,280,56,47.9,32,27.4,24,20.5,5,4.3,29,24.8
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,4,2013,All Students,281,58,51.3,45,39.8,9,8,1,0.9,10,8.8
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,4,2014,All Students,277,70,49,51,35.7,19,13.3,3,2.1,22,15.4
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,4,2015,All Students,269,86,66.7,31,24,9,7,3,2.3,12,9.3
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,4,2016,All Students,281,63,55.8,27,23.9,19,16.8,4,3.5,23,20.4
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,5,2013,All Students,287,67,54,38,30.6,17,13.7,2,1.6,19,15.3
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,5,2014,All Students,284,58,55.2,35,33.3,10,9.5,2,1.9,12,11.4
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,5,2015,All Students,282,73,54.9,40,30.1,16,12,4,3,20,15
09X109,BRONX,942347,9,109,P.S. 109 SEDGWICK,5,2016,All Students,275,88,71.5,25,20.3,9,7.3,1,0.8,10,8.1
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,3,2013,All Students,292,25,39.7,25,39.7,10,15.9,3,4.8,13,20.6
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,3,2014,All Students,296,20,30.8,28,43.1,12,18.5,5,7.7,17,26.2
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,3,2015,All Students,291,29,44.6,23,35.4,10,15.4,3,4.6,13,20
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,3,2016,All Students,290,18,31,28,48.3,6,10.3,6,10.3,12,20.7
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,4,2013,All Students,298,10,20,28,56,8,16,4,8,12,24
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,4,2014,All Students,292,28,40.6,25,36.2,12,17.4,4,5.8,16,23.2
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,4,2015,All Students,292,25,37.3,25,37.3,14,20.9,3,4.5,17,25.4
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,4,2016,All Students,292,28,42.4,17,25.8,16,24.2,5,7.6,21,31.8
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,5,2013,All Students,295,25,39.7,25,39.7,11,17.5,2,3.2,13,20.6
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,5,2014,All Students,301,16,32.7,25,51,6,12.2,2,4.1,8,16.3
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,5,2015,All Students,287,34,54,16,25.4,9,14.3,4,6.3,13,20.6
09X110,BRONX,942347,9,110,P.S. 110 THEODORE SCHOENFELD,5,2016,All Students,286,40,55.6,22,30.6,7,9.7,3,4.2,10,13.9
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2013,All Students,273,104,65,41,25.6,12,7.5,3,1.9,15,9.4
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2014,All Students,266,96,69.6,29,21,12,8.7,1,0.7,13,9.4
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2015,All Students,275,82,60.3,37,27.2,13,9.6,4,2.9,17,12.5
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2016,All Students,279,68,52.3,35,26.9,18,13.8,9,6.9,27,20.8
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2013,All Students,275,99,59.3,47,28.1,17,10.2,4,2.4,21,12.6
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2014,All Students,273,105,60.7,43,24.9,20,11.6,5,2.9,25,14.5
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2015,All Students,273,76,58,40,30.5,11,8.4,4,3.1,15,11.5
09X114,BRONX,942347,9,114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2016,All Students,281,70,49.3,46,32.4,25,17.6,1,0.7,26,18.3
