DBN,Borough,Borough_Cnt,District,School_Num,School,Grade,Year,Category,Headcount,Lvl_1_Cnt,Lvl_1_Pct,Lvl_2_Cnt,Lvl_2_Pct,Lvl_3_Cnt,Lvl_3_Pct,Lvl_4_Cnt,Lvl_4_Pct,Lvl_Pass_Cnt,Lvl_Pass_Pct
31R051,STATEN ISLAND,25700,31,51,I.S. 051 EDWIN MARKHAM,6,2013,All Students,386,158,40.9,163,42.2,26,6.7,39,10.1,65,16.8
31R051,STATEN ISLAND,25736,31,51,I.S. 051 EDWIN MARKHAM,6,2014,All Students,421,142,33.7,194,46.1,57,13.5,28,6.7,85,20.2
31R051,STATEN ISLAND,25571,31,51,I.S. 051 EDWIN MARKHAM,6,2015,All Students,380,151,39.7,159,41.8,40,10.5,30,7.9,70,18.4
31R051,STATEN ISLAND,25561,31,51,I.S. 051 EDWIN MARKHAM,6,2016,All Students,400,157,39.3,150,37.5,65,16.3,28,7,93,23.3
31R049,STATEN ISLAND,25700,31,49,I.S. 49 BERTA A. DREYFUS,6,2013,All Students,267,154,57.7,86,32.2,22,8.2,5,1.9,27,10.1
31R049,STATEN ISLAND,25736,31,49,I.S. 49 BERTA A. DREYFUS,6,2014,All Students,252,112,44.4,115,45.6,12,4.8,13,5.2,25,9.9
31R049,STATEN ISLAND,25571,31,49,I.S. 49 BERTA A. DREYFUS,6,2015,All Students,233,117,50.2,78,33.5,23,9.9,15,6.4,38,16.3
31R049,STATEN ISLAND,25561,31,49,I.S. 49 BERTA A. DREYFUS,6,2016,All Students,244,101,41.4,100,41,33,13.5,10,4.1,43,17.6
31R048,STATEN ISLAND,25736,31,48,P.S. 048 WILLIAM G. WILCOX,6,2014,All Students,98,14,14.3,32,32.7,24,24.5,28,28.6,52,53.1
31R048,STATEN ISLAND,25571,31,48,P.S. 048 WILLIAM G. WILCOX,6,2015,All Students,101,11,10.9,34,33.7,26,25.7,30,29.7,56,55.4
31R048,STATEN ISLAND,25561,31,48,P.S. 048 WILLIAM G. WILCOX,6,2016,All Students,122,10,8.2,37,30.3,45,36.9,30,24.6,75,61.5
31R034,STATEN ISLAND,25700,31,34,I.S. 034 TOTTENVILLE,6,2013,All Students,392,66,16.8,184,46.9,80,20.4,62,15.8,142,36.2
31R034,STATEN ISLAND,25736,31,34,I.S. 034 TOTTENVILLE,6,2014,All Students,380,29,7.6,168,44.2,85,22.4,98,25.8,183,48.2
31R034,STATEN ISLAND,25571,31,34,I.S. 034 TOTTENVILLE,6,2015,All Students,380,51,13.4,144,37.9,94,24.7,91,23.9,185,48.7
31R034,STATEN ISLAND,25561,31,34,I.S. 034 TOTTENVILLE,6,2016,All Students,368,51,13.9,141,38.3,101,27.4,75,20.4,176,47.8
31R028,STATEN ISLAND,25571,31,28,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,6,2015,All Students,54,23,42.6,22,40.7,7,13,2,3.7,9,16.7
31R028,STATEN ISLAND,25561,31,28,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,6,2016,All Students,66,28,42.4,27,40.9,10,15.2,1,1.5,11,16.7
31R027,STATEN ISLAND,25700,31,27,I.S. 027 ANNING S. PRALL,6,2013,All Students,367,140,38.1,159,43.3,41,11.2,27,7.4,68,18.5
31R027,STATEN ISLAND,25736,31,27,I.S. 027 ANNING S. PRALL,6,2014,All Students,367,105,28.6,161,43.9,55,15,46,12.5,101,27.5
31R027,STATEN ISLAND,25571,31,27,I.S. 027 ANNING S. PRALL,6,2015,All Students,346,85,24.6,152,43.9,53,15.3,56,16.2,109,31.5
31R027,STATEN ISLAND,25561,31,27,I.S. 027 ANNING S. PRALL,6,2016,All Students,318,89,28,135,42.5,57,17.9,37,11.6,94,29.6
31R024,STATEN ISLAND,25700,31,24,I.S. 024 MYRA S. BARNES,6,2013,All Students,459,83,18.1,207,45.1,100,21.8,69,15,169,36.8
31R024,STATEN ISLAND,25736,31,24,I.S. 024 MYRA S. BARNES,6,2014,All Students,433,69,15.9,214,49.4,81,18.7,69,15.9,150,34.6
31R024,STATEN ISLAND,25571,31,24,I.S. 024 MYRA S. BARNES,6,2015,All Students,441,74,16.8,187,42.4,89,20.2,91,20.6,180,40.8
31R024,STATEN ISLAND,25561,31,24,I.S. 024 MYRA S. BARNES,6,2016,All Students,379,74,19.5,131,34.6,105,27.7,69,18.2,174,45.9
31R007,STATEN ISLAND,25700,31,7,I.S. 007 ELIAS BERNSTEIN,6,2013,All Students,397,48,12.1,156,39.3,96,24.2,97,24.4,193,48.6
31R007,STATEN ISLAND,25736,31,7,I.S. 007 ELIAS BERNSTEIN,6,2014,All Students,399,31,7.8,161,40.4,109,27.3,98,24.6,207,51.9
31R007,STATEN ISLAND,25571,31,7,I.S. 007 ELIAS BERNSTEIN,6,2015,All Students,404,47,11.6,148,36.6,95,23.5,114,28.2,209,51.7
31R007,STATEN ISLAND,25561,31,7,I.S. 007 ELIAS BERNSTEIN,6,2016,All Students,366,47,12.8,140,38.3,105,28.7,74,20.2,179,48.9
31R002,STATEN ISLAND,25700,31,2,I.S. R002 GEORGE L. EGBERT,6,2013,All Students,286,98,34.3,139,48.6,26,9.1,23,8,49,17.1
31R002,STATEN ISLAND,25736,31,2,I.S. R002 GEORGE L. EGBERT,6,2014,All Students,233,36,15.5,127,54.5,40,17.2,30,12.9,70,30
31R002,STATEN ISLAND,25571,31,2,I.S. R002 GEORGE L. EGBERT,6,2015,All Students,262,53,20.2,113,43.1,49,18.7,47,17.9,96,36.6
31R002,STATEN ISLAND,25561,31,2,I.S. R002 GEORGE L. EGBERT,6,2016,All Students,277,55,19.9,121,43.7,71,25.6,30,10.8,101,36.5
30Q300,QUEENS,117533,30,300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),6,2015,All Students,25,0,0,3,12,3,12,19,76,22,88
30Q300,QUEENS,118611,30,300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),6,2016,All Students,44,1,2.3,2,4.5,7,15.9,34,77.3,41,93.2
30Q291,QUEENS,118134,30,291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,6,2014,All Students,90,18,20,40,44.4,18,20,14,15.6,32,35.6
30Q291,QUEENS,117533,30,291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,6,2015,All Students,100,25,25,45,45,15,15,15,15,30,30
30Q291,QUEENS,118611,30,291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,6,2016,All Students,106,19,17.9,43,40.6,28,26.4,16,15.1,44,41.5
30Q286,QUEENS,117054,30,286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",6,2013,All Students,86,13,15.1,48,55.8,19,22.1,6,7,25,29.1
30Q286,QUEENS,118134,30,286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",6,2014,All Students,78,14,17.9,42,53.8,11,14.1,11,14.1,22,28.2
30Q286,QUEENS,117533,30,286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",6,2015,All Students,81,9,11.1,33,40.7,20,24.7,19,23.5,39,48.1
30Q286,QUEENS,118611,30,286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",6,2016,All Students,76,3,3.9,31,40.8,28,36.8,14,18.4,42,55.3
30Q235,QUEENS,117054,30,235,ACADEMY FOR NEW AMERICANS,6,2013,All Students,6,4,66.7,2,33.3,0,0,0,0,0,0
30Q235,QUEENS,118134,30,235,ACADEMY FOR NEW AMERICANS,6,2014,All Students,4,s,s,s,s,s,s,s,s,s,s
30Q235,QUEENS,117533,30,235,ACADEMY FOR NEW AMERICANS,6,2015,All Students,6,6,100,0,0,0,0,0,0,0,0
30Q235,QUEENS,118611,30,235,ACADEMY FOR NEW AMERICANS,6,2016,All Students,2,s,s,s,s,s,s,s,s,s,s
30Q230,QUEENS,117054,30,230,I.S. 230,6,2013,All Students,303,66,21.8,156,51.5,49,16.2,32,10.6,81,26.7
30Q230,QUEENS,118134,30,230,I.S. 230,6,2014,All Students,327,60,18.3,178,54.4,49,15,40,12.2,89,27.2
30Q230,QUEENS,117533,30,230,I.S. 230,6,2015,All Students,392,59,15.1,178,45.4,104,26.5,51,13,155,39.5
30Q230,QUEENS,118611,30,230,I.S. 230,6,2016,All Students,402,73,18.2,164,40.8,95,23.6,70,17.4,165,41
30Q227,QUEENS,117054,30,227,I.S. 227 LOUIS ARMSTRONG,6,2013,All Students,466,45,9.7,240,51.5,111,23.8,70,15,181,38.8
30Q227,QUEENS,118134,30,227,I.S. 227 LOUIS ARMSTRONG,6,2014,All Students,425,51,12,200,47.1,100,23.5,74,17.4,174,40.9
30Q227,QUEENS,117533,30,227,I.S. 227 LOUIS ARMSTRONG,6,2015,All Students,417,50,12,187,44.8,98,23.5,82,19.7,180,43.2
30Q227,QUEENS,118611,30,227,I.S. 227 LOUIS ARMSTRONG,6,2016,All Students,417,35,8.4,162,38.8,125,30,95,22.8,220,52.8
30Q204,QUEENS,117054,30,204,I.S. 204 OLIVER W. HOLMES,6,2013,All Students,237,86,36.3,110,46.4,29,12.2,12,5.1,41,17.3
30Q204,QUEENS,118134,30,204,I.S. 204 OLIVER W. HOLMES,6,2014,All Students,177,60,33.9,87,49.2,21,11.9,9,5.1,30,16.9
30Q204,QUEENS,117533,30,204,I.S. 204 OLIVER W. HOLMES,6,2015,All Students,156,61,39.1,69,44.2,13,8.3,13,8.3,26,16.7
30Q204,QUEENS,118611,30,204,I.S. 204 OLIVER W. HOLMES,6,2016,All Students,146,56,38.4,60,41.1,25,17.1,5,3.4,30,20.5
30Q152,QUEENS,117054,30,152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,6,2013,All Students,48,9,18.8,24,50,11,22.9,4,8.3,15,31.3
30Q152,QUEENS,118134,30,152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,6,2014,All Students,51,3,5.9,26,51,13,25.5,9,17.6,22,43.1
30Q152,QUEENS,117533,30,152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,6,2015,All Students,55,7,12.7,22,40,17,30.9,9,16.4,26,47.3
30Q150,QUEENS,117054,30,150,P.S. 150 QUEENS,6,2013,All Students,124,10,8.1,63,50.8,27,21.8,24,19.4,51,41.1
30Q150,QUEENS,118134,30,150,P.S. 150 QUEENS,6,2014,All Students,105,16,15.2,49,46.7,23,21.9,17,16.2,40,38.1
30Q150,QUEENS,117533,30,150,P.S. 150 QUEENS,6,2015,All Students,95,19,20,41,43.2,22,23.2,13,13.7,35,36.8
30Q150,QUEENS,118611,30,150,P.S. 150 QUEENS,6,2016,All Students,100,5,5,43,43,29,29,23,23,52,52
30Q145,QUEENS,117054,30,145,I.S. 145 JOSEPH PULITZER,6,2013,All Students,642,247,38.5,315,49.1,61,9.5,19,3,80,12.5
30Q145,QUEENS,118134,30,145,I.S. 145 JOSEPH PULITZER,6,2014,All Students,618,221,35.8,313,50.6,57,9.2,27,4.4,84,13.6
30Q145,QUEENS,117533,30,145,I.S. 145 JOSEPH PULITZER,6,2015,All Students,622,251,40.4,259,41.6,68,10.9,44,7.1,112,18
30Q145,QUEENS,118611,30,145,I.S. 145 JOSEPH PULITZER,6,2016,All Students,523,173,33.1,208,39.8,103,19.7,39,7.5,142,27.2
30Q141,QUEENS,117054,30,141,I.S. 141 THE STEINWAY,6,2013,All Students,386,54,14,190,49.2,89,23.1,53,13.7,142,36.8
30Q141,QUEENS,118134,30,141,I.S. 141 THE STEINWAY,6,2014,All Students,374,47,12.6,182,48.7,83,22.2,62,16.6,145,38.8
30Q141,QUEENS,117533,30,141,I.S. 141 THE STEINWAY,6,2015,All Students,384,82,21.4,157,40.9,81,21.1,64,16.7,145,37.8
30Q141,QUEENS,118611,30,141,I.S. 141 THE STEINWAY,6,2016,All Students,344,38,11,112,32.6,82,23.8,112,32.6,194,56.4
30Q127,QUEENS,117054,30,127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,6,2013,All Students,131,52,39.7,61,46.6,13,9.9,5,3.8,18,13.7
30Q127,QUEENS,118134,30,127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,6,2014,All Students,139,71,51.1,49,35.3,10,7.2,9,6.5,19,13.7
30Q127,QUEENS,117533,30,127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,6,2015,All Students,114,38,33.3,55,48.2,12,10.5,9,7.9,21,18.4
30Q127,QUEENS,118611,30,127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,6,2016,All Students,147,23,15.6,71,48.3,31,21.1,22,15,53,36.1
30Q126,QUEENS,117054,30,126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,6,2013,All Students,147,73,49.7,59,40.1,12,8.2,3,2,15,10.2
30Q126,QUEENS,118134,30,126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,6,2014,All Students,204,84,41.2,80,39.2,29,14.2,11,5.4,40,19.6
30Q126,QUEENS,117533,30,126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,6,2015,All Students,185,73,39.5,64,34.6,20,10.8,28,15.1,48,25.9
30Q126,QUEENS,118611,30,126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,6,2016,All Students,187,64,34.2,56,29.9,32,17.1,35,18.7,67,35.8
30Q122,QUEENS,117054,30,122,P.S. 122 MAMIE FAY,6,2013,All Students,113,0,0,2,1.8,12,10.6,99,87.6,111,98.2
30Q122,QUEENS,118134,30,122,P.S. 122 MAMIE FAY,6,2014,All Students,116,0,0,6,5.2,15,12.9,95,81.9,110,94.8
30Q122,QUEENS,117533,30,122,P.S. 122 MAMIE FAY,6,2015,All Students,103,0,0,3,2.9,14,13.6,86,83.5,100,97.1
30Q122,QUEENS,118611,30,122,P.S. 122 MAMIE FAY,6,2016,All Students,108,0,0,0,0,9,8.3,99,91.7,108,100
30Q111,QUEENS,117054,30,111,P.S. 111 JACOB BLACKWELL,6,2013,All Students,59,27,45.8,28,47.5,4,6.8,0,0,4,6.8
30Q111,QUEENS,118134,30,111,P.S. 111 JACOB BLACKWELL,6,2014,All Students,44,27,61.4,13,29.5,3,6.8,1,2.3,4,9.1
30Q111,QUEENS,117533,30,111,P.S. 111 JACOB BLACKWELL,6,2015,All Students,35,19,54.3,13,37.1,3,8.6,0,0,3,8.6
30Q111,QUEENS,118611,30,111,P.S. 111 JACOB BLACKWELL,6,2016,All Students,25,16,64,7,28,2,8,0,0,2,8
30Q084,QUEENS,117054,30,84,P.S. 084 STEINWAY,6,2013,All Students,22,11,50,11,50,0,0,0,0,0,0
30Q084,QUEENS,118134,30,84,P.S. 084 STEINWAY,6,2014,All Students,17,4,23.5,12,70.6,0,0,1,5.9,1,5.9
30Q078,QUEENS,118134,30,78,P.S./I.S. 78Q,6,2014,All Students,26,3,11.5,19,73.1,3,11.5,1,3.8,4,15.4
30Q078,QUEENS,117533,30,78,P.S./I.S. 78Q,6,2015,All Students,37,6,16.2,21,56.8,3,8.1,7,18.9,10,27
30Q078,QUEENS,118611,30,78,P.S./I.S. 78Q,6,2016,All Students,30,2,6.7,11,36.7,6,20,11,36.7,17,56.7
30Q011,QUEENS,117054,30,11,P.S. 011 KATHRYN PHELAN,6,2013,All Students,140,23,16.4,68,48.6,34,24.3,15,10.7,49,35
30Q011,QUEENS,118134,30,11,P.S. 011 KATHRYN PHELAN,6,2014,All Students,161,33,20.5,84,52.2,29,18,15,9.3,44,27.3
30Q011,QUEENS,117533,30,11,P.S. 011 KATHRYN PHELAN,6,2015,All Students,156,36,23.1,61,39.1,21,13.5,38,24.4,59,37.8
30Q011,QUEENS,118611,30,11,P.S. 011 KATHRYN PHELAN,6,2016,All Students,137,34,24.8,39,28.5,26,19,38,27.7,64,46.7
30Q010,QUEENS,117054,30,10,I.S. 010 HORACE GREELEY,6,2013,All Students,284,104,36.6,123,43.3,37,13,20,7,57,20.1
30Q010,QUEENS,118134,30,10,I.S. 010 HORACE GREELEY,6,2014,All Students,252,66,26.2,144,57.1,26,10.3,16,6.3,42,16.7
30Q010,QUEENS,117533,30,10,I.S. 010 HORACE GREELEY,6,2015,All Students,248,55,22.2,107,43.1,54,21.8,32,12.9,86,34.7
30Q010,QUEENS,118611,30,10,I.S. 010 HORACE GREELEY,6,2016,All Students,199,20,10.1,95,47.7,57,28.6,27,13.6,84,42.2
29Q356,QUEENS,117054,29,356,COMMUNITY VOICES MIDDLE SCHOOL,6,2013,All Students,163,87,53.4,69,42.3,6,3.7,1,0.6,7,4.3
29Q356,QUEENS,118134,29,356,COMMUNITY VOICES MIDDLE SCHOOL,6,2014,All Students,145,62,42.8,68,46.9,11,7.6,4,2.8,15,10.3
29Q356,QUEENS,117533,29,356,COMMUNITY VOICES MIDDLE SCHOOL,6,2015,All Students,122,59,48.4,51,41.8,9,7.4,3,2.5,12,9.8
29Q356,QUEENS,118611,29,356,COMMUNITY VOICES MIDDLE SCHOOL,6,2016,All Students,105,30,28.6,52,49.5,20,19,3,2.9,23,21.9
29Q355,QUEENS,117054,29,355,COLLABORATIVE ARTS MIDDLE SCHOOL,6,2013,All Students,162,74,45.7,76,46.9,6,3.7,6,3.7,12,7.4
29Q355,QUEENS,118134,29,355,COLLABORATIVE ARTS MIDDLE SCHOOL,6,2014,All Students,147,67,45.6,66,44.9,11,7.5,3,2,14,9.5
29Q355,QUEENS,117533,29,355,COLLABORATIVE ARTS MIDDLE SCHOOL,6,2015,All Students,130,68,52.3,52,40,9,6.9,1,0.8,10,7.7
29Q355,QUEENS,118611,29,355,COLLABORATIVE ARTS MIDDLE SCHOOL,6,2016,All Students,102,37,36.3,45,44.1,13,12.7,7,6.9,20,19.6
29Q327,QUEENS,117054,29,327,EAGLE ACADEMY FOR YOUNG MEN III,6,2013,All Students,89,32,36,49,55.1,8,9,0,0,8,9
29Q327,QUEENS,118134,29,327,EAGLE ACADEMY FOR YOUNG MEN III,6,2014,All Students,88,24,27.3,57,64.8,7,8,0,0,7,8
29Q327,QUEENS,117533,29,327,EAGLE ACADEMY FOR YOUNG MEN III,6,2015,All Students,75,21,28,42,56,10,13.3,2,2.7,12,16
29Q327,QUEENS,118611,29,327,EAGLE ACADEMY FOR YOUNG MEN III,6,2016,All Students,68,25,36.8,35,51.5,6,8.8,2,2.9,8,11.8
29Q295,QUEENS,117054,29,295,P.S./I.S. 295,6,2013,All Students,64,9,14.1,34,53.1,12,18.8,9,14.1,21,32.8
29Q295,QUEENS,118134,29,295,P.S./I.S. 295,6,2014,All Students,60,14,23.3,27,45,10,16.7,9,15,19,31.7
29Q295,QUEENS,117533,29,295,P.S./I.S. 295,6,2015,All Students,61,12,19.7,14,23,22,36.1,13,21.3,35,57.4
29Q295,QUEENS,118611,29,295,P.S./I.S. 295,6,2016,All Students,63,11,17.5,16,25.4,25,39.7,11,17.5,36,57.1
29Q289,QUEENS,118134,29,289,QUEENS UNITED MIDDLE SCHOOL,6,2014,All Students,76,20,26.3,43,56.6,10,13.2,3,3.9,13,17.1
29Q289,QUEENS,117533,29,289,QUEENS UNITED MIDDLE SCHOOL,6,2015,All Students,72,23,31.9,39,54.2,6,8.3,4,5.6,10,13.9
29Q289,QUEENS,118611,29,289,QUEENS UNITED MIDDLE SCHOOL,6,2016,All Students,83,32,38.6,37,44.6,8,9.6,6,7.2,14,16.9
29Q283,QUEENS,117054,29,283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,6,2013,All Students,58,10,17.2,28,48.3,8,13.8,12,20.7,20,34.5
29Q283,QUEENS,118134,29,283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,6,2014,All Students,57,10,17.5,32,56.1,8,14,7,12.3,15,26.3
29Q283,QUEENS,117533,29,283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,6,2015,All Students,57,13,22.8,23,40.4,11,19.3,10,17.5,21,36.8
29Q283,QUEENS,118611,29,283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,6,2016,All Students,55,9,16.4,21,38.2,16,29.1,9,16.4,25,45.5
29Q270,QUEENS,117054,29,270,THE GORDON PARKS SCHOOL,6,2013,All Students,66,16,24.2,36,54.5,8,12.1,6,9.1,14,21.2
29Q270,QUEENS,118134,29,270,THE GORDON PARKS SCHOOL,6,2014,All Students,69,21,30.4,27,39.1,14,20.3,7,10.1,21,30.4
29Q270,QUEENS,117533,29,270,THE GORDON PARKS SCHOOL,6,2015,All Students,62,8,12.9,27,43.5,17,27.4,10,16.1,27,43.5
29Q270,QUEENS,118611,29,270,THE GORDON PARKS SCHOOL,6,2016,All Students,100,16,16,36,36,34,34,14,14,48,48
29Q268,QUEENS,117054,29,268,P.S./I.S. 268,6,2013,All Students,59,17,28.8,29,49.2,7,11.9,6,10.2,13,22
29Q268,QUEENS,118134,29,268,P.S./I.S. 268,6,2014,All Students,54,8,14.8,34,63,7,13,5,9.3,12,22.2
29Q268,QUEENS,117533,29,268,P.S./I.S. 268,6,2015,All Students,68,12,17.6,31,45.6,16,23.5,9,13.2,25,36.8
29Q268,QUEENS,118611,29,268,P.S./I.S. 268,6,2016,All Students,61,11,18,22,36.1,19,31.1,9,14.8,28,45.9
29Q259,QUEENS,117054,29,259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,2013,All Students,75,18,24,41,54.7,9,12,7,9.3,16,21.3
29Q259,QUEENS,118134,29,259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,2014,All Students,47,6,12.8,29,61.7,10,21.3,2,4.3,12,25.5
29Q259,QUEENS,117533,29,259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,2015,All Students,74,20,27,37,50,12,16.2,5,6.8,17,23
29Q259,QUEENS,118611,29,259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,2016,All Students,78,22,28.2,38,48.7,10,12.8,8,10.3,18,23.1
29Q238,QUEENS,117054,29,238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,6,2013,All Students,493,194,39.4,222,45,48,9.7,29,5.9,77,15.6
29Q238,QUEENS,118134,29,238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,6,2014,All Students,447,171,38.3,219,49,31,6.9,26,5.8,57,12.8
29Q238,QUEENS,117533,29,238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,6,2015,All Students,452,158,35,226,50,47,10.4,21,4.6,68,15
29Q238,QUEENS,118611,29,238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,6,2016,All Students,448,168,37.5,187,41.7,72,16.1,21,4.7,93,20.8
29Q208,QUEENS,117054,29,208,P.S./I.S. 208,6,2013,All Students,88,16,18.2,55,62.5,10,11.4,7,8,17,19.3
29Q208,QUEENS,118134,29,208,P.S./I.S. 208,6,2014,All Students,92,16,17.4,39,42.4,17,18.5,20,21.7,37,40.2
29Q208,QUEENS,117533,29,208,P.S./I.S. 208,6,2015,All Students,73,12,16.4,29,39.7,19,26,13,17.8,32,43.8
29Q208,QUEENS,118611,29,208,P.S./I.S. 208,6,2016,All Students,99,16,16.2,43,43.4,27,27.3,13,13.1,40,40.4
29Q192,QUEENS,117054,29,192,I.S. 192 THE LINDEN,6,2013,All Students,156,80,51.3,67,42.9,8,5.1,1,0.6,9,5.8
29Q192,QUEENS,118134,29,192,I.S. 192 THE LINDEN,6,2014,All Students,138,62,44.9,63,45.7,8,5.8,5,3.6,13,9.4
29Q192,QUEENS,117533,29,192,I.S. 192 THE LINDEN,6,2015,All Students,189,63,33.3,84,44.4,31,16.4,11,5.8,42,22.2
29Q192,QUEENS,118611,29,192,I.S. 192 THE LINDEN,6,2016,All Students,125,63,50.4,45,36,12,9.6,5,4,17,13.6
29Q156,QUEENS,117054,29,156,P.S. 156 LAURELTON,6,2013,All Students,83,29,34.9,41,49.4,9,10.8,4,4.8,13,15.7
29Q147,QUEENS,117054,29,147,P.S./M.S. 147 RONALD MCNAIR,6,2013,All Students,78,30,38.5,33,42.3,11,14.1,4,5.1,15,19.2
29Q147,QUEENS,118134,29,147,P.S./M.S. 147 RONALD MCNAIR,6,2014,All Students,88,38,43.2,41,46.6,8,9.1,1,1.1,9,10.2
29Q147,QUEENS,117533,29,147,P.S./M.S. 147 RONALD MCNAIR,6,2015,All Students,72,16,22.2,34,47.2,17,23.6,5,6.9,22,30.6
29Q147,QUEENS,118611,29,147,P.S./M.S. 147 RONALD MCNAIR,6,2016,All Students,70,14,20,34,48.6,18,25.7,4,5.7,22,31.4
29Q138,QUEENS,117054,29,138,P.S./M.S. 138 SUNRISE,6,2013,All Students,103,50,48.5,41,39.8,6,5.8,6,5.8,12,11.7
29Q138,QUEENS,118134,29,138,P.S./M.S. 138 SUNRISE,6,2014,All Students,95,30,31.6,55,57.9,10,10.5,0,0,10,10.5
29Q138,QUEENS,117533,29,138,P.S./M.S. 138 SUNRISE,6,2015,All Students,95,37,38.9,48,50.5,7,7.4,3,3.2,10,10.5
29Q138,QUEENS,118611,29,138,P.S./M.S. 138 SUNRISE,6,2016,All Students,113,39,34.5,49,43.4,21,18.6,4,3.5,25,22.1
29Q116,QUEENS,117054,29,116,P.S./I.S. 116 WILLIAM C. HUGHLEY,6,2013,All Students,56,25,44.6,21,37.5,7,12.5,3,5.4,10,17.9
29Q116,QUEENS,118134,29,116,P.S./I.S. 116 WILLIAM C. HUGHLEY,6,2014,All Students,48,21,43.8,22,45.8,2,4.2,3,6.3,5,10.4
29Q116,QUEENS,117533,29,116,P.S./I.S. 116 WILLIAM C. HUGHLEY,6,2015,All Students,55,19,34.5,29,52.7,6,10.9,1,1.8,7,12.7
29Q116,QUEENS,118611,29,116,P.S./I.S. 116 WILLIAM C. HUGHLEY,6,2016,All Students,66,16,24.2,37,56.1,12,18.2,1,1.5,13,19.7
29Q109,QUEENS,117054,29,109,JEAN NUZZI INTERMEDIATE SCHOOL,6,2013,All Students,337,93,27.6,166,49.3,53,15.7,25,7.4,78,23.1
29Q109,QUEENS,118134,29,109,JEAN NUZZI INTERMEDIATE SCHOOL,6,2014,All Students,308,78,25.3,164,53.2,36,11.7,30,9.7,66,21.4
29Q109,QUEENS,117533,29,109,JEAN NUZZI INTERMEDIATE SCHOOL,6,2015,All Students,278,78,28.1,144,51.8,37,13.3,19,6.8,56,20.1
29Q109,QUEENS,118611,29,109,JEAN NUZZI INTERMEDIATE SCHOOL,6,2016,All Students,320,72,22.5,152,47.5,60,18.8,36,11.3,96,30
29Q059,QUEENS,117054,29,59,I.S. 059 SPRINGFIELD GARDENS,6,2013,All Students,165,89,53.9,61,37,12,7.3,3,1.8,15,9.1
29Q059,QUEENS,118134,29,59,I.S. 059 SPRINGFIELD GARDENS,6,2014,All Students,174,57,32.8,85,48.9,17,9.8,15,8.6,32,18.4
29Q059,QUEENS,117533,29,59,I.S. 059 SPRINGFIELD GARDENS,6,2015,All Students,153,62,40.5,57,37.3,22,14.4,12,7.8,34,22.2
29Q059,QUEENS,118611,29,59,I.S. 059 SPRINGFIELD GARDENS,6,2016,All Students,188,56,29.8,89,47.3,27,14.4,16,8.5,43,22.9
28Q896,QUEENS,117054,28,896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",6,2013,All Students,81,10,12.3,39,48.1,16,19.8,16,19.8,32,39.5
28Q896,QUEENS,118134,28,896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",6,2014,All Students,67,5,7.5,21,31.3,29,43.3,12,17.9,41,61.2
28Q896,QUEENS,117533,28,896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",6,2015,All Students,78,4,5.1,35,44.9,22,28.2,17,21.8,39,50
